,Brand,Model_Year,Capacity,Star_Rating,Inverter_Type,Rating,Annual_Power,Room_size,Warranty,Original_Price,Dicount_Pct,Price_After_Discount
576,Voltas,2024,1.5,5,Star Split Inverter,4.2,1029.15,91 - 110,1,79190,51,36970
577,Blue Star,2024,0.8,3,Star Split Inverter,4.2,672.93,111 - 150,1,65600,40,25490
578,Voltas,2025,1.5,3,Star Split AC,4.2,751.24,111 - 150,1,67500,49,33850
579,IFB,2023,2.0,3,Star Split Inverter,4.2,798.18,90,1,34590,40,41950
580,IFB,2025,1.0,3,Star Split Inverter,4.0,1029.15,111 - 150,1,64990,46,25990
581,Voltas,2024,1.0,5,Star Split Inverter,4.2,983.12,151 - 200,1,75990,48,32800
582,Voltas,2024,1.5,3,Star Window AC,4.2,975.26,90,1,42500,36,27499
583,Midea,2025,1.0,5,Star Split Inverter,4.2,751.28,90,1,66990,43,30990
584,IFB,2023,1.5,3,Star Split Inverter,4.2,544.39,111 - 150,1,69990,33,33850
585,Panasonic,2024,1.5,5,Star Split Inverter,4.3,1124.0,90,1,48849,28,47920
586,IFB,2025,1.5,3,Star Split Inverter,4.2,1248.28,111 - 150,5,63990,47,29990
587,Samsung,2025,1.5,3,Star Split Inverter,4.1,657.31,111 - 150,1,42990,53,33991
588,Godrej,2025,1.5,5,Star Split Inverter,4.0,511.13,111 - 150,1,54700,38,34350
589,Hitachi,2023,1.5,5,Star Split Inverter,4.0,4750.0,111 - 150,1,50600,36,42771
590,Midea,2025,1.5,3,Star Split Inverter,4.3,536.2,111 - 150,1,67100,51,27990
591,Voltas,2024,1.0,3,Star Split Inverter,4.1,1005.73,111 - 150,1,57146,52,26999
592,Hitachi,2023,1.5,3,Star Split Inverter,4.0,774.19,111 - 150,1,72790,41,37737
593,Panasonic,2025,1.5,5,Star Split Inverter,4.3,946.17,90,1,55900,33,43950
594,Daikin,2025,1.5,3,Star Split Inverter,4.2,852.47,111 - 150,1,66990,44,33082
595,Daikin,2025,1.4,3,Star Split Inverter,4.1,840.2,111 - 150,1,57400,41,33996
596,CARRIER,2025,1.0,5,Star Split Inverter,4.2,813.13,111 - 150,1,56390,47,31990
597,Blue Star,2025,1.5,5,Star Split Inverter,4.1,952.68,111 - 150,1,64500,40,40990
598,Lloyd,2025,1.5,5,Star Split Inverter,4.0,672.93,90,1,65600,36,42880
599,Godrej,2024,1.5,3,Star Split Inverter,4.2,1024.34,111 - 150,1,59081,35,29567
600,Voltas,2024,1.5,5,Star Split Inverter,4.2,846.85,111 - 150,1,58100,51,36970
601,Blue Star,2024,0.8,3,Star Split Inverter,4.2,966.47,111 - 150,1,61300,40,25490
602,Voltas,2025,1.5,5,Star Split Inverter,4.2,940.7,111 - 150,1,69100,46,36970
603,CARRIER,2025,1.0,3,Star Window AC,4.2,536.2,90,1,67990,33,24950
604,Godrej,2025,1.5,3,Star Split Inverter,4.0,783.33,111 - 150,1,45900,32,29599
605,Lloyd,2025,1.0,5,Star Split Inverter,4.0,751.65,90,1,75990,36,31999
606,Voltas,2024,1.0,5,Star Split Inverter,4.2,1006.54,111 - 150,5,42500,48,32800
607,Samsung,2025,1.5,3,Star Split Inverter,4.1,751.28,90,1,68990,53,33991
608,Voltas,2023,1.5,5,Star Split Inverter,4.2,544.39,90,5,37590,52,36350
609,Godrej,2023,1.5,3,Star Split Inverter,4.0,750.39,111 - 150,1,43900,34,29599
610,Voltas,2024,1.0,3,Star Split Inverter,4.1,1120.0,111 - 150,1,50000,52,26999
611,CARRIER,2025,1.0,5,Star Split Inverter,4.1,1046.29,111 - 150,1,61300,47,31990
612,Panasonic,2023,2.0,3,Star Split Inverter,4.2,587.66,90,1,63990,24,57990
613,Hitachi,2025,1.8,4,Star Split Inverter,3.1,511.13,90,1,72790,34,56499
614,Hitachi,2025,1.5,5,Star Split Inverter,4.0,852.47,151 - 200,1,75990,46,40610
615,Hitachi,2025,1.5,5,Star Split Inverter,4.0,750.39,151 - 200,5,45400,45,40740
616,Samsung,2025,1.5,3,Star Split Inverter,4.1,965.71,111 - 150,5,61300,40,37491
617,Haier,2025,1.0,3,Star Split Dual,4.1,672.93,111 - 150,1,56390,46,28990
618,General,2025,1.5,5,Star Split Inverter,4.1,536.2,111 - 150,1,61300,12,61996
619,General,2025,1.5,5,Star Split Inverter,4.1,1170.01,90,1,76900,9,63989
620,Voltas,2025,2.0,3,Star Split Inverter,4.1,1084.82,111 - 150,1,86900,38,48999
621,Midea,2025,1.5,3,Star Split Inverter,4.3,758.52,111 - 150,1,75350,51,27990
622,Lloyd,2023,1.0,3,Star Split AC,4.0,758.52,151 - 200,1,74100,41,29200
623,Lloyd,2025,1.0,3,Star Split Inverter,4.0,1047.62,111 - 150,1,63490,38,49999
624,Lloyd,2025,1.5,5,Star Split Inverter,4.1,688.52,90,1,54500,46,37650
625,Hitachi,2025,1.5,5,Star Split Inverter,4.0,1453.77,90,1,70530,37,43974
626,CARRIER,2025,1.0,5,Star Split Inverter,4.1,794.0,111 - 150,1,70500,47,31990
627,Voltas,2024,1.5,5,Star Split Inverter,4.2,1220.59,111 - 150,1,79990,51,36970
628,Haier,2024,1.6,5,Star Split Inverter,4.2,952.68,90,1,57400,49,41490
629,Haier,2023,1.0,3,Star Split Inverter,4.1,709.86,111 - 150,1,49990,50,30560
630,Blue Star,2024,0.8,3,Star Split Inverter,4.2,571.99,151 - 200,1,70500,40,25490
631,Voltas,2024,1.0,5,Star Split Inverter,4.2,895.23,90,1,70500,48,32800
632,CARRIER,2025,1.5,5,Star Split Inverter,4.2,1540.0,90,1,61300,42,40850
633,Panasonic,2025,2.0,5,Star Split Inverter,4.4,536.2,90,1,75990,28,62989
634,Hitachi,2025,1.5,3,Star Split Inverter,4.0,751.28,111 - 150,1,82000,40,38719
635,Panasonic,2025,2.0,5,Star Split Inverter,4.4,836.95,151 - 200,1,61490,30,57570
636,Samsung,2025,1.5,3,Star Split Inverter,4.1,694.49,111 - 150,5,42500,53,33991
637,Voltas,2024,1.0,3,Star Split Inverter,4.1,544.39,151 - 200,1,63990,52,26999
638,Haier,2023,1.5,3,Star Split Inverter,4.0,511.13,111 - 150,1,70500,50,33650
639,InnoQ,2025,1.5,3,Star Split Inverter,4.0,877.4391134020618,90,1,87900,58,25990
640,Samsung,2025,1.5,3,Star Split Inverter,4.1,789.6,111 - 150,5,65200,40,37491
641,Haier,2025,1.0,3,Star Split Dual,4.1,908.9,111 - 150,5,83400,46,28990
642,Panasonic,2025,2.0,3,Star Split Inverter,4.2,1012.62,111 - 150,1,72790,33,53450
643,Hitachi,2023,1.5,5,Star Split Inverter,4.0,877.4391134020618,90,1,56390,45,43798
644,Voltas,2025,1.5,3,Star Split Inverter,4.2,908.9,151 - 200,1,67490,46,32950
645,Voltas,2023,1.5,3,Star Split Inverter,4.2,852.47,111 - 150,1,62990,47,32850
646,Voltas,2025,2.0,3,Star Split Inverter,4.1,672.93,111 - 150,1,63490,38,48999
647,Midea,2025,1.5,3,Star Split Inverter,4.3,1020.54,111 - 150,1,54500,51,27990
648,Daikin,2025,1.5,5,Star Split Inverter,4.2,1000.34,151 - 200,1,80500,21,43450
649,Panasonic,2025,1.5,3,Star Split Inverter,4.2,877.4391134020618,111 - 150,1,80500,41,32980
650,Voltas,2024,1.5,5,Star Split Inverter,4.2,1047.62,111 - 150,1,61999,51,36970
651,Blue Star,2024,0.8,3,Star Split Inverter,4.2,688.52,111 - 150,1,62990,40,25490
652,Acerpure,2025,1.5,5,Star Split Inverter,3.2,1170.64,111 - 150,1,79990,41,29299
653,Daikin,2025,1.5,5,Star Split Inverter,4.2,813.13,90,1,57400,31,43450
654,Samsung,2024,2.0,3,Star Split Inverter,4.0,1052.15,111 - 150,1,55400,39,50990
655,Haier,2025,1.6,5,Star Split Inverter,4.2,975.26,111 - 150,1,56400,40,47890
656,IFB,2025,1.0,3,Star Split Inverter,4.0,1220.59,151 - 200,1,75990,46,25990
657,Voltas,2024,1.0,5,Star Split Inverter,4.2,952.68,151 - 200,1,42500,48,32800
658,Voltas,2025,1.5,5,Star Split Inverter,4.2,1415.0,90,1,49699,51,37850
659,Voltas,2025,1.5,5,Star Split AC,4.2,987.68,90,1,63000,51,36790
660,IFB,2025,1.5,3,Star Split Inverter,4.2,751.28,111 - 150,1,83990,47,29990
661,Samsung,2025,1.5,3,Star Split Inverter,4.1,544.39,111 - 150,1,80100,53,33991
662,Hitachi,2025,1.5,3,Star Split AC,4.0,1280.0,111 - 150,5,48849,26,37150
663,LG,2023,1.5,5,Star Split Dual,4.2,744.0,111 - 150,1,63990,42,52990
664,Panasonic,2025,1.0,3,Star Split Inverter,4.2,1145.22,111 - 150,1,77900,40,29290
665,Hitachi,2025,1.0,3,Star Window AC,4.3,836.95,111 - 150,1,75990,21,25749
666,Midea,2025,1.5,3,Star Split Inverter,4.3,657.31,90,1,57146,51,27990
667,Voltas,2024,1.0,3,Star Split Inverter,4.1,511.13,90,1,72790,52,26999
668,LG,2025,1.5,5,Star Split Inverter,4.2,759.07,111 - 150,1,50600,46,43450
669,Godrej,2025,1.0,5,Star Split Dual,4.0,759.07,90,1,91990,37,29990
670,CARRIER,2025,1.0,5,Star Split Inverter,4.1,946.17,111 - 150,1,49600,47,31990
671,Blue Star,2025,1.5,5,Star Split Inverter,4.2,852.47,90,1,32990,40,40990
672,Godrej,2024,1.5,3,Star Split Inverter,4.0,1703.04,90,1,57400,53,30950
673,Lloyd,2025,1.5,5,Star Split Inverter,4.1,744.99,111 - 150,1,56390,26,64490
674,Lloyd,2025,1.5,5,Star Split Inverter,4.1,667.91,111 - 150,1,80500,30,58090
675,General,2025,2.0,3,Star Split Inverter,3.4,921.0,111 - 150,1,48000,9,59820
676,Voltas,2024,1.5,5,Star Split Inverter,4.2,952.68,111 - 150,1,61300,51,36970
677,IFB,2025,1.0,3,Star Split Inverter,4.0,672.93,151 - 200,1,69100,46,25990
678,Panasonic,2024,1.5,3,Star Split AC,4.2,818.81,111 - 150,1,65900,7,49335
679,Voltas,2025,1.5,5,Star Split Inverter,4.2,584.46,90,1,87990,46,36730
680,Blue Star,2024,0.8,3,Star Split Inverter,4.2,536.2,111 - 150,1,83490,40,25490
681,Voltas,2024,1.0,5,Star Split Inverter,4.2,783.33,111 - 150,1,65990,48,32800
682,Lloyd,2023,1.5,2,Star Split AC,4.2,953.37,90,1,75990,30,59990
683,Voltas,2025,1.5,3,Star Split Inverter,4.2,773.58,90,1,48849,23,34990
684,Blue Star,2025,2.0,3,Star Split AC,4.0,774.22,111 - 150,1,53400,47,48490
685,LG,2023,1.5,5,Star Split Inverter,4.2,1383.08,111 - 150,1,68900,51,84999
686,IFB,2025,1.5,3,Star Split Inverter,4.2,751.28,151 - 200,1,42500,58,29990
687,Midea,2025,1.5,3,Star Split Inverter,4.3,657.31,111 - 150,1,63990,36,27990
688,Voltas,2025,1.5,3,Star Split Inverter,4.2,989.31,111 - 150,1,50000,52,32650
689,Panasonic,2024,1.5,5,Star Split Inverter,4.3,750.39,111 - 150,1,63000,48,42850
690,Voltas,2024,1.0,3,Star Split Inverter,4.1,544.39,111 - 150,1,57146,36,26999
691,Samsung,2025,1.5,5,Star Split Inverter,4.3,511.13,111 - 150,1,57400,24,40990
692,BPL,2025,1.5,3,Star Split Inverter,4.7,1114.71,90,1,78500,41,28360
693,Voltas,2025,1.5,5,Star Split AC,4.2,1590.0,111 - 150,5,67500,25,38350
694,Blue Star,2025,1.5,5,Star Split Inverter,4.2,1250.18,111 - 150,1,56390,51,40900
695,Whirlpool,2025,1.0,3,Star Split Inverter,4.1,685.26,111 - 150,1,79190,41,30104
696,Voltas,2024,1.5,5,Star Split Inverter,4.2,946.17,111 - 150,1,44990,51,36970
697,IFB,2025,1.0,3,Star Split Inverter,4.0,952.68,90,1,50600,46,25990
698,Voltas,2025,1.5,5,Star Split Inverter,4.2,1220.59,111 - 150,1,70500,49,37950
699,LG,2023,1.5,4,Star Split Dual,4.1,774.19,90,1,40500,55,42504
700,Blue Star,2024,0.8,3,Star Split Inverter,4.2,672.93,111 - 150,1,75990,40,25490
701,Voltas,2024,1.0,5,Star Split Inverter,4.2,751.24,111 - 150,1,48849,48,32800
702,LG,2023,1.5,5,Star Split Inverter,4.2,947.77,90,1,75400,47,39990
703,LG,2025,1.5,5,Star Split Dual,4.2,877.4391134020618,90,1,95990,35,42650
704,General,2025,1.5,3,Star Window AC,4.0,783.33,111 - 150,1,42500,18,40969
705,Hitachi,2023,1.0,2,Star Window AC,4.2,652.12,111 - 150,1,63990,15,24540
706,IFB,2025,1.5,3,Star Split Inverter,4.3,751.28,111 - 150,1,75990,47,29990
707,Midea,2025,1.5,3,Star Split Inverter,4.2,657.31,90,1,66500,51,27990
708,Voltas,2024,1.0,3,Star Window AC,4.1,892.32,111 - 150,1,50000,35,25890
709,Haier,2025,1.0,3,Star Split AC,4.1,838.5,111 - 150,1,28990,52,54491
710,Voltas,2024,1.0,3,Star Split Inverter,4.3,544.39,90,1,57146,48,26999
711,Samsung,2025,1.5,5,Star Split Inverter,3.8,511.13,90,1,57400,27,40990
712,Blue Star,2024,2.0,3,Star Window AC,4.0,685.26,90,1,39990,25,34939
713,Daikin,2025,1.8,5,Star Split Inverter,3.8,835.5,111 - 150,5,56390,46,62167
714,Frigidaire,2023,1.5,3,Star Split Inverter,4.2,1315.98,151 - 200,1,79190,17,30999
715,General,2025,1.5,3,Star Window AC,4.1,921.0,111 - 150,1,48000,40,37499
716,Blue Star,2025,1.5,5,Star Split Inverter,4.3,946.17,151 - 200,1,83990,38,40990
717,Voltas,2025,2.0,3,Star Split Inverter,4.2,952.68,111 - 150,1,57980,36,48999
718,CARRIER,2025,1.5,3,Star Window AC,4.1,3100.0,111 - 150,1,45260,9,28590
719,Daikin,2025,2.2,4,Star Split Inverter,5.0,752.43,111 - 150,1,69100,38,67699
720,Voltas,2024,1.5,5,Star Split Inverter,4.2,672.93,151 - 200,1,79990,51,36970
721,IFB,2025,1.0,3,Star Split Inverter,4.0,751.24,111 - 150,1,45000,46,25990
722,Whirlpool,2025,1.5,3,Star Split Inverter,4.1,1435.97,111 - 150,1,74600,55,29200
723,IFB,2025,1.5,5,Star Split Inverter,4.1,923.07,90,1,75990,33,37950
724,LG,2025,1.5,5,Star Split Dual,4.2,1000.34,111 - 150,1,48849,42,43540
725,LG,2025,1.5,5,Star Split Dual,4.2,1315.98,111 - 150,1,65400,37,43850
726,Blue Star,2024,0.8,3,Star Split Inverter,4.2,783.33,111 - 150,1,57460,40,25490
727,Voltas,2024,1.0,5,Star Split Inverter,4.2,1220.59,111 - 150,1,75400,48,32800
728,IFB,2025,1.5,3,Star Split Inverter,4.2,1206.06,90,1,70500,39,33850
729,Hitachi,2025,1.5,5,Star Window Inverter,4.1,928.0,90,1,42500,31,34290
730,IFB,2025,1.5,3,Star Split Inverter,4.2,751.28,111 - 150,1,63990,47,29990
731,Midea,2025,1.5,3,Star Split Inverter,4.3,657.31,111 - 150,1,55600,51,27990
732,Blue Star,2025,2.0,5,Star Split Inverter,4.1,877.4391134020618,111 - 150,1,49990,38,52554
733,Haier,2023,1.5,3,Star Split Inverter,4.0,867.16,111 - 150,1,57146,49,33650
734,CARRIER,2024,1.0,3,Star Split Inverter,4.2,921.0,151 - 200,1,57400,50,28519
735,Blue Star,2025,1.0,5,Star Split Inverter,4.1,818.81,111 - 150,1,85000,34,38650
736,Voltas,2024,1.0,3,Star Split Inverter,4.1,544.39,90,1,66490,52,26999
737,Samsung,2025,1.5,5,Star Split Inverter,4.3,511.13,90,1,58199,48,40990
738,Panasonic,2025,1.5,3,Star Split Inverter,4.2,1088.64,90,1,58999,41,37420
739,Lloyd,2025,1.0,3,Star Split Inverter,4.0,1069.33,111 - 150,1,56390,42,29547
740,Blue Star,2025,1.5,5,Star Split Inverter,4.2,946.17,111 - 150,5,79190,40,40990
741,Voltas,2025,2.0,3,Star Split Inverter,4.1,952.68,90,1,63900,38,48999
742,Lloyd,2025,1.0,3,Star Split Inverter,4.0,935.89,111 - 150,1,50990,45,27240
743,ONIDA,2023,1.5,3,Star Split Inverter,4.1,1020.54,151 - 200,1,69100,34,29431
744,IFB,2025,2.0,3,Star Split Inverter,4.2,694.06,90,1,79990,18,48650
745,Daikin,2025,1.8,3,Star Split Inverter,4.1,600.91,111 - 150,1,49990,10,63050
746,Voltas,2024,1.5,5,Star Split Inverter,4.2,672.93,151 - 200,1,45233,51,36970
747,IFB,2025,1.0,3,Star Split Inverter,4.0,751.24,151 - 200,1,59590,46,25990
748,Godrej,2023,1.0,5,Star Split Inverter,4.0,987.11,111 - 150,1,70500,38,29990
749,Samsung,2025,1.5,5,Star Split Inverter,4.3,698.49,90,1,75990,17,45309
750,Blue Star,2024,0.8,3,Star Split Inverter,4.2,783.33,90,1,48849,40,25490
751,Voltas,2024,1.0,5,Star Split Inverter,4.2,1220.59,111 - 150,5,48900,48,32800
752,Samsung,2025,1.5,5,Star Split Inverter,4.3,700.06,90,1,54990,25,45309
753,TOSHIBA,2025,1.8,5,Star Split Inverter,4.0,969.15,90,1,42500,29,52416
754,TOSHIBA,2025,1.0,5,Star Split Inverter,4.0,1233.96,111 - 150,1,63990,22,39000
755,Voltas,2025,1.5,3,Star Split Inverter,3.6,1202.77,151 - 200,1,60990,48,32850
756,IFB,2025,1.5,3,Star Split Inverter,4.2,751.28,90,1,74100,47,29990
757,Midea,2025,1.5,3,Star Split Inverter,4.3,657.31,111 - 150,1,50000,51,27990
758,Hitachi,2025,1.5,3,Star Split Inverter,4.0,524.03,111 - 150,1,63500,37,38058
759,DECKER,2025,1.5,3,Star Split Inverter,4.1,863.15,111 - 150,1,57146,30,38999
760,Voltas,2024,1.0,3,Star Split Inverter,4.3,544.39,111 - 150,1,57400,52,26999
761,Samsung,2025,1.5,5,Star Split Inverter,4.2,511.13,111 - 150,1,60500,48,40990
762,Blue Star,2025,1.5,5,Star Split Inverter,4.8,863.15,90,1,55999,37,60000
763,Daikin,2025,1.5,3,Star Split Inverter,4.2,996.24,111 - 150,1,56390,34,36469
764,Daikin,2025,1.0,5,Star Split Inverter,4.2,618.45,111 - 150,5,79190,49,35599
765,Voltas,2025,1.5,5,Star Split Inverter,4.2,946.17,111 - 150,1,58400,40,37650
766,Blue Star,2025,1.5,5,Star Split Inverter,4.1,952.68,90,1,54200,38,40990
767,Voltas,2025,2.0,3,Star Split Inverter,4.2,1730.0,111 - 150,1,75200,34,48999
768,Godrej,2025,2.0,3,Star Split Inverter,3.9,1011.43,111 - 150,1,69100,24,47990
769,Daikin,2025,1.0,5,Star Split Inverter,4.2,672.93,151 - 200,1,79990,35,35880
770,Voltas,2025,1.5,5,Star Split Inverter,4.2,751.24,151 - 200,1,63600,49,37970
771,Haier,2023,1.6,3,Star Split Powerful,4.1,774.88,90,1,55500,43,34200
772,IFB,2024,1.5,5,Star Split Inverter,4.1,523.54,111 - 150,1,75000,50,37450
773,Godrej,2025,1.5,3,Star Split Inverter,4.0,892.32,151 - 200,1,60700,38,30242
774,Hitachi,2025,1.5,3,Star Split Inverter,4.0,783.33,111 - 150,1,74990,32,38879
775,Panasonic,2024,2.0,3,Star Split Inverter,4.2,1220.59,111 - 150,1,48900,7,62241
776,TOSHIBA,2025,1.5,5,Star Split Inverter,1.3,916.68,111 - 150,1,57900,19,50000
777,TOSHIBA,2025,1.5,5,Star Split Inverter,1.3,523.54,151 - 200,1,67400,20,56990
778,Blue Star,2025,1.5,5,Star Split Inverter,4.2,1490.0,111 - 150,1,62000,46,39499
779,General,2025,2.0,4,Star Split Inverter,4.2,1350.0,111 - 150,1,71280,13,83990
780,LG,2023,1.5,5,Star Split Inverter,4.2,706.85,111 - 150,1,74000,42,43450
781,Daikin,2025,1.5,3,Star Split AC,2.3,980.37,151 - 200,1,96840,31,37900
782,Electrolux,2025,1.0,5,Star Split Inverter,4.2,1012.3,111 - 150,1,75990,43,35760
783,IFB,2024,1.5,3,Star Split Inverter,4.0,1195.22,111 - 150,1,55600,52,30049
784,Godrej,2025,1.5,3,Star Window AC,4.2,851.2,90,1,62990,38,25720
785,Voltas,2025,1.5,3,Star Window AC,4.2,704.35,111 - 150,1,63490,35,27690
786,CARRIER,2023,1.0,3,Star Split AI,4.2,773.75,111 - 150,1,41900,41,32850
787,Panasonic,2025,1.0,5,Star Split Inverter,3.8,1206.45,111 - 150,1,42990,34,40560
788,Hitachi,2025,2.0,2,Star Split AC,4.3,685.26,90,1,56000,40,43579
789,Midea,2025,1.0,3,Star Split Inverter,4.2,989.31,90,1,61900,39,30499
790,LG,2023,1.5,5,Star Split Inverter,4.1,518.39,151 - 200,1,73050,39,49990
791,IFB,2024,1.5,5,Star Split Inverter,4.0,991.28,90,1,50190,50,35549
792,IFB,2024,2.0,3,Star Split Inverter,4.2,1203.74,111 - 150,1,81990,26,48340
793,Hitachi,2023,2.0,3,Star Split Inverter,4.0,1191.35,111 - 150,1,71990,36,51999
794,CARRIER,2025,1.5,3,Star Window Inverter,4.3,704.46,151 - 200,1,65400,7,43969
795,Whirlpool,2025,1.5,3,Star Split Inverter,4.1,523.98,151 - 200,1,81850,54,29430
796,Voltas,2024,1.5,5,Star Split Inverter,4.2,1310.56,111 - 150,1,47590,51,36970
797,Blue Star,2024,0.8,3,Star Split Inverter,4.2,736.57,111 - 150,1,64600,40,25490
798,Hitachi,2023,1.5,3,Star Split Inverter,4.0,685.26,111 - 150,1,75990,41,37090
799,LG,2023,1.0,5,Star Split Inverter,4.2,706.85,90,1,42500,53,75999
800,Samsung,2025,1.5,3,Star Split Inverter,4.1,1248.28,111 - 150,1,63100,47,33991
801,CARRIER,2025,1.0,5,Star Split Inverter,4.1,1397.61,90,1,72790,47,31990
802,Blue Star,2024,1.5,5,Star Split Inverter,4.2,1210.35,111 - 150,5,61300,43,39840
803,Lloyd,2023,1.2,3,Star Split Inverter,4.2,989.55,90,1,75400,33,31188
804,Voltas,2024,1.5,5,Star Window Inverter,4.3,751.28,111 - 150,1,54990,43,33499
805,Blue Star,2025,1.5,5,Star Split Inverter,4.2,544.39,91 - 110,1,49999,40,39850
806,Samsung,2025,1.5,3,Star Split Inverter,4.1,1024.34,111 - 150,1,70000,48,37491
807,Voltas,2024,1.0,5,Star Split Inverter,4.2,521.2,111 - 150,1,63490,46,32800
808,Blue Star,2024,1.5,5,Star Split Inverter,4.2,852.47,111 - 150,1,63990,42,39880
809,Lloyd,2023,1.5,5,Star Split Inverter,4.1,536.2,90,5,74250,48,39990
810,Samsung,2025,2.0,3,Star Split Inverter,4.0,774.88,111 - 150,1,69323,46,45880
811,Haier,2025,1.0,3,Star Split Dual,4.1,854.42,111 - 150,1,89490,34,28990
812,Godrej,2025,1.5,3,Star Split Inverter,4.2,5050.0,151 - 200,1,54500,38,29900
813,CARRIER,2025,2.0,3,Star Split Inverter,4.2,857.36,90,5,45900,46,48650
814,Voltas,2025,1.5,5,Star Split Inverter,4.2,1047.62,111 - 150,5,78500,35,37650
815,Blue Star,2023,1.5,5,Star Split Inverter,4.1,511.13,151 - 200,1,70990,47,39850
816,Voltas,2024,1.5,5,Star Split Inverter,4.2,774.88,111 - 150,1,61500,51,36970
817,Blue Star,2024,0.8,3,Star Split Inverter,4.2,794.34,111 - 150,1,75990,40,25490
818,Voltas,2025,1.5,3,Star Split Inverter,4.2,2000.0,111 - 150,1,42500,48,36410
819,Blue Star,2025,1.0,3,Star Split Inverter,4.1,688.52,90,1,70990,32,34050
820,IFB,2025,1.0,3,Star Split Inverter,4.0,1257.12,111 - 150,1,50400,46,25990
821,Voltas,2024,1.0,5,Star Split Inverter,4.2,892.9,90,1,48849,48,32800
822,Panasonic,2025,1.5,5,Star Split Inverter,4.3,774.88,90,1,63990,41,40570
823,Daikin,2024,0.9,3,Star Split AC,4.0,751.28,90,1,68900,32,25490
824,Blue Star,2025,1.0,5,Star Split Inverter,4.1,544.39,111 - 150,1,37490,36,38250
825,CARRIER,2025,1.5,5,Star Split Inverter,4.2,1037.79,90,1,60500,47,39850
826,IFB,2025,1.5,3,Star Split Inverter,4.2,705.78,90,1,76090,47,29990
827,Samsung,2025,1.5,3,Star Split Inverter,4.1,657.31,111 - 150,1,57146,53,33991
828,Voltas,2025,1.5,5,Star Split Inverter,4.2,511.13,111 - 150,1,72790,49,37850
829,Lloyd,2025,1.5,3,Star Split AC,4.1,759.55,111 - 150,5,74990,45,34677
830,Midea,2025,1.5,3,Star Split Inverter,4.3,574.39,111 - 150,1,63490,51,27990
831,Voltas,2024,1.0,3,Star Split Inverter,4.1,517.12,111 - 150,1,57400,52,26999
832,Blue Star,2025,2.0,3,Star Split Inverter,4.0,754.05,111 - 150,1,56390,39,43980
833,Electrolux,2025,1.0,5,Star Split Inverter,2.3,946.17,90,1,72200,43,35760
834,CARRIER,2025,1.5,3,Star Split Inverter,4.2,852.47,151 - 200,1,62990,51,33950
835,Panasonic,2025,1.0,3,Star Split Inverter,4.2,892.9,90,1,69500,36,31070
836,CARRIER,2025,1.0,5,Star Split Inverter,4.1,1012.53,111 - 150,1,49100,47,31990
837,Blue Star,2025,1.5,5,Star Split Inverter,4.2,952.68,90,1,61300,40,40990
838,Hitachi,2025,2.0,2,Star Split AC,3.8,672.93,90,1,69100,40,43579
839,Blue Star,2025,1.5,3,Star Split Inverter,4.1,1261.37,111 - 150,1,73050,44,34150
840,Voltas,2024,1.5,5,Star Split Inverter,4.2,518.39,151 - 200,1,61500,51,36970
841,Blue Star,2024,0.8,3,Star Split Inverter,4.2,964.1,111 - 150,1,75990,40,25490
842,CARRIER,2025,1.5,3,Star Split AC,4.2,667.91,111 - 150,1,42500,25,46500
843,LG,2025,1.5,5,Star Split AI,4.2,536.2,90,1,62671,47,41490
844,Lloyd,2025,1.0,5,Star Split Inverter,4.0,783.33,111 - 150,1,78990,44,32299
845,Samsung,2025,1.5,5,Star Split Inverter,4.3,1310.56,111 - 150,1,57990,48,40899
846,Voltas,2024,1.0,5,Star Split Inverter,4.2,998.07,90,1,79190,48,32800
847,Samsung,2025,1.5,3,Star Split Inverter,4.1,751.28,111 - 150,1,63990,53,33991
848,Samsung,2024,1.5,5,Star Split Inverter,4.3,544.39,90,1,72790,45,44444
849,Lloyd,2025,1.5,3,Star Split Inverter,4.1,1118.0,111 - 150,1,81990,44,36490
850,Voltas,2024,1.0,3,Star Split Inverter,4.1,744.75,111 - 150,1,66000,52,26999
851,CARRIER,2025,1.0,5,Star Split Inverter,4.1,533.89,111 - 150,5,56390,47,31990
852,Daikin,2024,1.5,5,Star Split Inverter,4.2,1290.0,90,1,61300,34,43999
853,Daikin,2023,1.8,3,Star Split Inverter,4.1,511.13,90,1,67200,24,55000
854,Voltas,2023,1.5,3,Star Split Inverter,4.2,852.47,111 - 150,1,72900,51,32999
855,General,2025,2.0,3,Star Split Inverter,4.1,1290.0,151 - 200,1,68000,6,72990
856,Samsung,2025,1.5,3,Star Split Inverter,4.1,999.69,111 - 150,1,77900,40,37491
857,Haier,2025,1.0,3,Star Split Dual,4.1,672.93,151 - 200,1,63490,46,28990
858,Daikin,2025,1.8,3,Star Split Inverter,4.2,536.2,111 - 150,1,54500,24,48490
859,Hitachi,2023,1.0,5,Star Split Inverter,4.1,785.99,90,1,64600,39,38499
860,Voltas,2025,2.0,3,Star Split Inverter,4.3,1161.78,151 - 200,5,63350,38,48999
861,Midea,2025,1.5,3,Star Split Inverter,4.2,1037.23,90,5,79990,51,27990
862,Blue Star,2025,1.5,3,Star Window AC,4.0,1432.1,151 - 200,1,57400,25,29499
863,Lloyd,2025,1.0,5,Star Split Inverter,4.2,1047.62,111 - 150,1,39500,51,31999
864,CARRIER,2025,1.0,3,Star Split Inverter,4.2,688.52,111 - 150,1,65990,29,32450
